"","subject_nr","target","response_time","famsize","LogBf"
"5373",156,"painter",620,"L",8.21
"5374",156,"parking",506,"L",7.57
"5375",156,"detectable",992,"S",6.89
"5376",156,"strangeness",834,"S",7.98
"5377",156,"speller",994,"L",6.66
"5378",156,"creamy",676,"L",6.67
"5379",156,"dullness",729,"S",6.56
"5380",156,"risky",792,"S",7.51
"5381",156,"weedy",994,"L",6.59
"5382",156,"feeder",994,"L",7.94
"5383",156,"renter",971,"L",7.43
"5384",156,"madness",989,"L",7.17
"5385",156,"barker",919,"L",5.96
"5386",156,"richness",618,"S",7.96
"5387",156,"seeker",610,"S",7.68
"5388",156,"collector",994,"L",8.08
"5389",156,"bootless",682,"L",6.85
"5390",156,"costly",600,"S",8.35
"5391",156,"heater",632,"L",7.97
"5392",156,"bomber",575,"L",7.1
"5393",156,"peaking",508,"S",6.3
"5394",156,"tossing",728,"S",6.01
"5395",156,"stylish",479,"L",7.66
"5396",156,"composer",927,"L",7.08
"5397",156,"attacker",585,"S",8.13
"5398",156,"bossy",583,"S",6.31
"5399",156,"excitement",509,"L",7.56
"5400",156,"angelic",823,"S",6.34
"5401",156,"deafness",744,"L",5.67
"5402",156,"chilly",649,"S",6.19
"5403",156,"striker",559,"L",8.14
"5404",156,"blindness",654,"L",6.93
"5405",156,"dampish",989,"L",6.43
"5406",156,"boneless",994,"L",7.31
"5407",156,"shapely",878,"L",7.55
"5408",156,"jumping",990,"L",7.24
"5409",156,"jailer",993,"S",6.52
"5410",156,"professor",860,"L",8.18
"5411",156,"densely",861,"S",6.48
"5412",156,"avoidable",894,"S",7.68
"5413",156,"bearded",555,"S",6.36
"5414",156,"enjoyment",642,"S",7.93
"5415",156,"magical",484,"S",6.92
"5416",156,"harmless",514,"S",7
"5417",156,"knocker",670,"L",7.01
"5418",156,"mildness",627,"S",6.52
"5419",156,"dancer",547,"L",7.6
"5420",156,"sailor",571,"L",6.61
"5421",156,"dietary",724,"S",7.07
"5422",157,"buyer",916,"S",8.39
"5423",157,"guileless",338,"L",4.11
"5424",157,"effortless",477,"S",7.81
"5425",157,"laughing",355,"L",8.34
"5426",157,"densely",356,"S",6.48
"5427",157,"dreamer",370,"L",7.75
"5428",157,"deafness",318,"L",5.67
"5429",157,"dancer",352,"L",7.6
"5430",157,"professor",342,"L",8.18
"5431",157,"campaigner",420,"S",7.6
"5432",157,"wrongly",368,"L",8.17
"5433",157,"design",329,"S",8.1
"5434",157,"detectable",384,"S",6.89
"5435",157,"guarding",352,"L",7.62
"5436",157,"faithful",326,"L",7.19
"5437",157,"swimmer",304,"L",7.04
"5438",157,"excitement",298,"L",7.56
"5439",157,"allowance",329,"S",8.52
"5440",157,"mossy",337,"S",5
"5441",157,"richness",363,"S",7.96
"5442",157,"jailer",367,"S",6.52
"5443",157,"puncher",380,"L",5.78
"5444",157,"listener",316,"S",8.03
"5445",157,"barker",348,"L",5.96
"5446",157,"renter",12230,"L",7.43
"5447",157,"bomber",432,"L",7.1
"5448",157,"strangeness",305,"S",7.98
"5449",157,"risky",318,"S",7.51
"5450",157,"singer",308,"S",7.69
"5451",157,"shapely",293,"L",7.55
"5452",157,"tossing",319,"S",6.01
"5453",157,"toaster",348,"S",5.83
"5454",157,"shameful",404,"L",6.9
"5455",157,"heater",383,"L",7.97
"5456",157,"grimly",424,"S",6.31
"5457",157,"creamy",322,"L",6.67
"5458",157,"striker",313,"L",8.14
"5459",157,"lender",394,"S",6.22
"5460",157,"pusher",362,"L",7.83
"5461",157,"teacher",360,"S",8.64
"5462",157,"bearded",407,"S",6.36
"5463",157,"dryness",360,"L",7.77
"5464",157,"hunter",355,"L",7.47
"5465",157,"mildness",320,"S",6.52
"5466",157,"cleaner",350,"L",7.96
"5467",157,"insistent",347,"S",7.4
"5468",157,"dullness",319,"S",6.56
"5469",157,"jumping",358,"L",7.24
"5470",157,"planner",404,"S",8.61
"5471",157,"editor",435,"L",7.17
"5472",157,"dampish",456,"L",6.43
"5473",157,"bossy",406,"S",6.31
"5474",157,"dietary",330,"S",7.07
"5475",157,"speller",347,"L",6.66
"5476",157,"verbal",332,"L",6.05
"5477",157,"guilty",378,"S",7.36
"5478",157,"weedy",357,"L",6.59
"5479",157,"chilly",348,"S",6.19
"5480",157,"awareness",337,"S",7.78
"5481",157,"magical",361,"S",6.92
"5482",157,"locally",363,"S",8.41
"5483",157,"collector",402,"L",8.08
"5484",157,"neatly",476,"S",6.83
"5485",157,"noticeable",322,"S",8.14
"5486",157,"kicking",357,"L",6.92
"5487",157,"doubtful",369,"L",8.33
"5488",157,"raider",418,"S",6.22
"5489",157,"composer",378,"L",7.08
"5490",157,"quietly",392,"L",7.9
"5491",157,"cooling",373,"L",7.27
"5492",157,"seeker",474,"S",7.68
"5493",157,"conductor",497,"L",6.99
"5494",157,"sailor",461,"L",6.61
"5495",157,"harmless",375,"S",7
"5496",157,"boldness",399,"S",5.94
"5497",157,"widowed",473,"S",6.21
"5498",157,"boneless",481,"L",7.31
"5499",157,"madness",370,"L",7.17
"5500",157,"knocker",393,"L",7.01
"5501",157,"amusement",451,"S",6.75
"5502",157,"peaking",393,"S",6.3
"5503",157,"painter",349,"L",8.21
"5504",157,"attacker",342,"S",8.13
"5505",157,"stylish",451,"L",7.66
"5506",157,"costly",489,"S",8.35
"5507",157,"cloudless",476,"L",7.07
"5508",157,"parking",513,"L",7.57
"5509",157,"blindness",467,"L",6.93
"5510",157,"tutoring",362,"S",6.212606096
"5511",157,"hugely",397,"S",7.56
"5512",157,"flexible",407,"L",6.5
"5513",157,"avoidable",443,"S",7.68
"5514",157,"destroyer",417,"S",7.55
"5515",157,"angelic",492,"S",6.34
"5516",157,"enjoyment",458,"S",7.93
"5517",157,"locker",448,"L",7.41
"5518",157,"amazement",422,"S",6.78
"5519",157,"thruster",576,"S",6.37
"5520",157,"feeder",524,"L",7.94
"5521",157,"bootless",679,"L",6.85
"5522",0,"richness",996,"S",7.96
"5523",0,"shapely",818,"L",7.55
"5524",0,"chilly",653,"S",6.19
"5525",0,"amazement",732,"S",6.78
"5526",0,"mildness",784,"S",6.52
"5527",0,"doubtful",701,"L",8.33
"5528",0,"dryness",994,"L",7.77
"5529",0,"locker",596,"L",7.41
"5530",0,"creamy",681,"L",6.67
"5531",0,"dreamer",689,"L",7.75
"5532",0,"bossy",592,"S",6.31
"5533",0,"tossing",993,"S",6.01
"5534",0,"dampish",989,"L",6.43
"5535",0,"shameful",678,"L",6.9
"5536",0,"jumping",645,"L",7.24
"5537",0,"lender",992,"S",6.22
"5538",0,"magical",645,"S",6.92
"5539",0,"costly",786,"S",8.35
"5540",0,"strangeness",994,"S",7.98
"5541",0,"knocker",603,"L",7.01
"5542",0,"painter",775,"L",8.21
"5543",0,"listener",650,"S",8.03
"5544",0,"mossy",990,"S",5
"5545",0,"risky",550,"S",7.51
"5546",0,"guarding",815,"L",7.62
"5547",0,"tutoring",790,"S",6.212606096
"5548",0,"bootless",993,"L",6.85
"5549",0,"destroyer",904,"S",7.55
"5550",0,"composer",810,"L",7.08
"5551",0,"hugely",661,"S",7.56
"5552",0,"boneless",611,"L",7.31
"5553",0,"awareness",781,"S",7.78
"5554",0,"hunter",620,"L",7.47
"5555",0,"avoidable",996,"S",7.68
"5556",0,"effortless",722,"S",7.81
"5557",0,"allowance",702,"S",8.52
"5558",0,"amusement",992,"S",6.75
"5559",0,"renter",986,"L",7.43
"5560",0,"quietly",609,"L",7.9
"5561",0,"singer",780,"S",7.69
"5562",0,"sailor",740,"L",6.61
"5563",0,"cooling",617,"L",7.27
"5564",0,"dullness",757,"S",6.56
"5565",0,"speller",992,"L",6.66
"5566",0,"collector",995,"L",8.08
"5567",0,"design",738,"S",8.1
"5568",0,"angelic",898,"S",6.34
"5569",0,"striker",992,"L",8.14
"5570",0,"blindness",1479,"L",6.93
"5571",0,"peaking",843,"S",6.3
"5572",0,"boldness",671,"S",5.94
"5573",0,"dancer",499,"L",7.6
"5574",0,"conductor",596,"L",6.99
"5575",0,"teacher",533,"S",8.64
"5576",0,"stylish",993,"L",7.66
"5577",0,"attacker",619,"S",8.13
"5578",0,"noticeable",994,"S",8.14
"5579",0,"deafness",465,"L",5.67
"5580",0,"planner",537,"S",8.61
"5581",0,"detectable",837,"S",6.89
"5582",0,"bearded",771,"S",6.36
"5583",0,"laughing",530,"L",8.34
"5584",0,"editor",577,"L",7.17
"5585",0,"heater",864,"L",7.97
"5586",0,"weedy",700,"L",6.59
"5587",0,"harmless",799,"S",7
"5588",0,"professor",578,"L",8.18
"5589",0,"wrongly",747,"L",8.17
"5590",0,"feeder",785,"L",7.94
"5591",0,"thruster",990,"S",6.37
"5592",0,"widowed",990,"S",6.21
"5593",0,"bomber",993,"L",7.1
"5594",0,"jailer",995,"S",6.52
"5595",0,"locally",546,"S",8.41
"5596",0,"guileless",991,"L",4.11
"5597",0,"verbal",932,"L",6.05
"5598",0,"swimmer",1072,"L",7.04
"5599",0,"flexible",750,"L",6.5
"5600",0,"madness",659,"L",7.17
"5601",0,"toaster",631,"S",5.83
"5602",0,"campaigner",993,"S",7.6
"5603",0,"barker",990,"L",5.96
"5604",0,"grimly",778,"S",6.31
"5605",0,"puncher",990,"L",5.78
"5606",0,"parking",696,"L",7.57
"5607",0,"insistent",992,"S",7.4
"5608",0,"dietary",960,"S",7.07
"5609",0,"neatly",714,"S",6.83
"5610",0,"guilty",695,"S",7.36
"5611",0,"raider",762,"S",6.22
"5612",0,"seeker",764,"S",7.68
"5613",0,"cleaner",685,"L",7.96
"5614",0,"faithful",972,"L",7.19
"5615",0,"pusher",529,"L",7.83
"5616",0,"excitement",715,"L",7.56
"5617",0,"kicking",678,"L",6.92
"5618",0,"cloudless",841,"L",7.07
"5619",0,"buyer",763,"S",8.39
"5620",0,"densely",995,"S",6.48
"5621",0,"enjoyment",604,"S",7.93
"5622",159,"barker",553,"L",5.96
"5623",159,"heater",377,"L",7.97
"5624",159,"lender",426,"S",6.22
"5625",159,"bomber",420,"L",7.1
"5626",159,"laughing",529,"L",8.34
"5627",159,"insistent",538,"S",7.4
"5628",159,"flexible",629,"L",6.5
"5629",159,"costly",631,"S",8.35
"5630",159,"cooling",623,"L",7.27
"5631",159,"deafness",649,"L",5.67
"5632",159,"dreamer",519,"L",7.75
"5633",159,"boneless",507,"L",7.31
"5634",159,"weedy",880,"L",6.59
"5635",159,"locker",570,"L",7.41
"5636",159,"amusement",559,"S",6.75
"5637",159,"destroyer",563,"S",7.55
"5638",159,"risky",518,"S",7.51
"5639",159,"neatly",668,"S",6.83
"5640",159,"feeder",521,"L",7.94
"5641",159,"magical",586,"S",6.92
"5642",159,"quietly",570,"L",7.9
"5643",159,"cleaner",460,"L",7.96
"5644",159,"composer",534,"L",7.08
"5645",159,"grimly",652,"S",6.31
"5646",159,"amazement",613,"S",6.78
"5647",159,"richness",628,"S",7.96
"5648",159,"boldness",540,"S",5.94
"5649",159,"campaigner",807,"S",7.6
"5650",159,"shapely",624,"L",7.55
"5651",159,"design",827,"S",8.1
"5652",159,"noticeable",662,"S",8.14
"5653",159,"knocker",661,"L",7.01
"5654",159,"detectable",700,"S",6.89
"5655",159,"professor",997,"L",8.18
"5656",159,"chilly",516,"S",6.19
"5657",159,"allowance",581,"S",8.52
"5658",159,"conductor",708,"L",6.99
"5659",159,"mildness",958,"S",6.52
"5660",159,"painter",914,"L",8.21
"5661",159,"cloudless",551,"L",7.07
"5662",159,"teacher",603,"S",8.64
"5663",159,"dullness",572,"S",6.56
"5664",159,"faithful",609,"L",7.19
"5665",159,"renter",585,"L",7.43
"5666",159,"buyer",479,"S",8.39
"5667",159,"tutoring",550,"S",6.212606096
"5668",159,"harmless",458,"S",7
"5669",159,"thruster",992,"S",6.37
"5670",159,"puncher",680,"L",5.78
"5671",159,"guileless",996,"L",4.11
"5672",159,"singer",438,"S",7.69
"5673",159,"widowed",682,"S",6.21
"5674",159,"striker",528,"L",8.14
"5675",159,"attacker",471,"S",8.13
"5676",159,"sailor",512,"L",6.61
"5677",159,"raider",627,"S",6.22
"5678",159,"guarding",617,"L",7.62
"5679",159,"swimmer",619,"L",7.04
"5680",159,"angelic",688,"S",6.34
"5681",159,"toaster",501,"S",5.83
"5682",159,"excitement",455,"L",7.56
"5683",159,"dancer",469,"L",7.6
"5684",159,"madness",400,"L",7.17
"5685",159,"dampish",659,"L",6.43
"5686",159,"jumping",524,"L",7.24
"5687",159,"collector",813,"L",8.08
"5688",159,"planner",589,"S",8.61
"5689",159,"enjoyment",992,"S",7.93
"5690",159,"kicking",502,"L",6.92
"5691",159,"strangeness",695,"S",7.98
"5692",159,"parking",517,"L",7.57
"5693",159,"tossing",492,"S",6.01
"5694",159,"wrongly",544,"L",8.17
"5695",159,"bossy",489,"S",6.31
"5696",159,"hunter",492,"L",7.47
"5697",159,"guilty",606,"S",7.36
"5698",159,"blindness",710,"L",6.93
"5699",159,"stylish",498,"L",7.66
"5700",159,"jailer",620,"S",6.52
"5701",159,"shameful",504,"L",6.9
"5702",159,"effortless",565,"S",7.81
"5703",159,"densely",557,"S",6.48
"5704",159,"bearded",513,"S",6.36
"5705",159,"listener",463,"S",8.03
"5706",159,"dryness",573,"L",7.77
"5707",159,"dietary",598,"S",7.07
"5708",159,"avoidable",583,"S",7.68
"5709",159,"pusher",579,"L",7.83
"5710",159,"seeker",553,"S",7.68
"5711",159,"peaking",521,"S",6.3
"5712",159,"speller",517,"L",6.66
"5713",159,"locally",849,"S",8.41
"5714",159,"hugely",608,"S",7.56
"5715",159,"mossy",684,"S",5
"5716",159,"editor",541,"L",7.17
"5717",159,"bootless",568,"L",6.85
"5718",159,"doubtful",751,"L",8.33
"5719",159,"creamy",590,"L",6.67
"5720",159,"awareness",495,"S",7.78
"5721",159,"verbal",513,"L",6.05
"5722",160,"painter",694,"L",8.21
"5723",160,"guarding",598,"L",7.62
"5724",160,"mildness",579,"S",6.52
"5725",160,"peaking",563,"S",6.3
"5726",160,"dancer",647,"L",7.6
"5727",160,"dreamer",574,"L",7.75
"5728",160,"striker",994,"L",8.14
"5729",160,"stylish",703,"L",7.66
"5730",160,"editor",705,"L",7.17
"5731",160,"magical",568,"S",6.92
"5732",160,"professor",581,"L",8.18
"5733",160,"planner",531,"S",8.61
"5734",160,"singer",706,"S",7.69
"5735",160,"cooling",697,"L",7.27
"5736",160,"effortless",725,"S",7.81
"5737",160,"detectable",991,"S",6.89
"5738",160,"tossing",614,"S",6.01
"5739",160,"pusher",682,"L",7.83
"5740",160,"creamy",559,"L",6.67
"5741",160,"amazement",558,"S",6.78
"5742",160,"parking",627,"L",7.57
"5743",160,"buyer",609,"S",8.39
"5744",160,"widowed",897,"S",6.21
"5745",160,"cloudless",691,"L",7.07
"5746",160,"listener",712,"S",8.03
"5747",160,"costly",579,"S",8.35
"5748",160,"dullness",987,"S",6.56
"5749",160,"heater",747,"L",7.97
"5750",160,"amusement",573,"S",6.75
"5751",160,"verbal",611,"L",6.05
"5752",160,"jailer",939,"S",6.52
"5753",160,"dietary",758,"S",7.07
"5754",160,"sailor",558,"L",6.61
"5755",160,"speller",565,"L",6.66
"5756",160,"renter",608,"L",7.43
"5757",160,"strangeness",911,"S",7.98
"5758",160,"doubtful",991,"L",8.33
"5759",160,"cleaner",632,"L",7.96
"5760",160,"campaigner",597,"S",7.6
"5761",160,"collector",717,"L",8.08
"5762",160,"conductor",611,"L",6.99
"5763",160,"bomber",584,"L",7.1
"5764",160,"flexible",937,"L",6.5
"5765",160,"madness",618,"L",7.17
"5766",160,"excitement",617,"L",7.56
"5767",160,"puncher",517,"L",5.78
"5768",160,"feeder",816,"L",7.94
"5769",160,"weedy",973,"L",6.59
"5770",160,"bootless",809,"L",6.85
"5771",160,"blindness",997,"L",6.93
"5772",160,"allowance",561,"S",8.52
"5773",160,"enjoyment",747,"S",7.93
"5774",160,"laughing",640,"L",8.34
"5775",160,"guileless",994,"L",4.11
"5776",160,"hugely",713,"S",7.56
"5777",160,"neatly",621,"S",6.83
"5778",160,"guilty",805,"S",7.36
"5779",160,"noticeable",857,"S",8.14
"5780",160,"composer",868,"L",7.08
"5781",160,"bossy",715,"S",6.31
"5782",160,"teacher",800,"S",8.64
"5783",160,"mossy",992,"S",5
"5784",160,"insistent",745,"S",7.4
"5785",160,"lender",745,"S",6.22
"5786",160,"barker",988,"L",5.96
"5787",160,"wrongly",870,"L",8.17
"5788",160,"awareness",736,"S",7.78
"5789",160,"chilly",665,"S",6.19
"5790",160,"boldness",862,"S",5.94
"5791",160,"dampish",702,"L",6.43
"5792",160,"boneless",740,"L",7.31
"5793",160,"seeker",711,"S",7.68
"5794",160,"quietly",842,"L",7.9
"5795",160,"attacker",897,"S",8.13
"5796",160,"kicking",666,"L",6.92
"5797",160,"design",66728,"S",8.1
"5798",160,"shapely",579,"L",7.55
"5799",160,"faithful",643,"L",7.19
"5800",160,"angelic",759,"S",6.34
"5801",160,"risky",601,"S",7.51
"5802",160,"toaster",619,"S",5.83
"5803",160,"dryness",601,"L",7.77
"5804",160,"richness",674,"S",7.96
"5805",160,"raider",996,"S",6.22
"5806",160,"hunter",732,"L",7.47
"5807",160,"harmless",827,"S",7
"5808",160,"locker",884,"L",7.41
"5809",160,"densely",990,"S",6.48
"5810",160,"bearded",972,"S",6.36
"5811",160,"thruster",633,"S",6.37
"5812",160,"knocker",825,"L",7.01
"5813",160,"swimmer",813,"L",7.04
"5814",160,"deafness",957,"L",5.67
"5815",160,"jumping",688,"L",7.24
"5816",160,"locally",992,"S",8.41
"5817",160,"destroyer",900,"S",7.55
"5818",160,"grimly",815,"S",6.31
"5819",160,"tutoring",810,"S",6.212606096
"5820",160,"shameful",776,"L",6.9
"5821",160,"avoidable",802,"S",7.68
"5822",161,"harmless",619,"S",7
"5823",161,"collector",501,"L",8.08
"5824",161,"flexible",603,"L",6.5
"5825",161,"destroyer",538,"S",7.55
"5826",161,"verbal",668,"L",6.05
"5827",161,"quietly",695,"L",7.9
"5828",161,"neatly",697,"S",6.83
"5829",161,"widowed",787,"S",6.21
"5830",161,"mildness",991,"S",6.52
"5831",161,"heater",668,"L",7.97
"5832",161,"bearded",789,"S",6.36
"5833",161,"painter",847,"L",8.21
"5834",161,"strangeness",959,"S",7.98
"5835",161,"chilly",570,"S",6.19
"5836",161,"enjoyment",495,"S",7.93
"5837",161,"speller",583,"L",6.66
"5838",161,"lender",754,"S",6.22
"5839",161,"listener",450,"S",8.03
"5840",161,"barker",994,"L",5.96
"5841",161,"teacher",474,"S",8.64
"5842",161,"toaster",498,"S",5.83
"5843",161,"hugely",994,"S",7.56
"5844",161,"bossy",14381,"S",6.31
"5845",161,"campaigner",751,"S",7.6
"5846",161,"boneless",517,"L",7.31
"5847",161,"avoidable",494,"S",7.68
"5848",161,"dietary",812,"S",7.07
"5849",161,"locker",790,"L",7.41
"5850",161,"singer",663,"S",7.69
"5851",161,"shameful",596,"L",6.9
"5852",161,"risky",432,"S",7.51
"5853",161,"sailor",580,"L",6.61
"5854",161,"swimmer",642,"L",7.04
"5855",161,"buyer",551,"S",8.39
"5856",161,"amazement",991,"S",6.78
"5857",161,"weedy",443,"L",6.59
"5858",161,"doubtful",632,"L",8.33
"5859",161,"stylish",627,"L",7.66
"5860",161,"tossing",967,"S",6.01
"5861",161,"hunter",556,"L",7.47
"5862",161,"dryness",667,"L",7.77
"5863",161,"guileless",995,"L",4.11
"5864",161,"costly",896,"S",8.35
"5865",161,"jailer",995,"S",6.52
"5866",161,"guilty",500,"S",7.36
"5867",161,"thruster",990,"S",6.37
"5868",161,"striker",861,"L",8.14
"5869",161,"locally",677,"S",8.41
"5870",161,"cleaner",549,"L",7.96
"5871",161,"feeder",866,"L",7.94
"5872",161,"grimly",988,"S",6.31
"5873",161,"blindness",568,"L",6.93
"5874",161,"awareness",22799,"S",7.78
"5875",161,"wrongly",720,"L",8.17
"5876",161,"planner",643,"S",8.61
"5877",161,"mossy",995,"S",5
"5878",161,"angelic",614,"S",6.34
"5879",161,"cooling",766,"L",7.27
"5880",161,"magical",608,"S",6.92
"5881",161,"deafness",991,"L",5.67
"5882",161,"conductor",991,"L",6.99
"5883",161,"shapely",950,"L",7.55
"5884",161,"editor",570,"L",7.17
"5885",161,"professor",706,"L",8.18
"5886",161,"guarding",657,"L",7.62
"5887",161,"detectable",909,"S",6.89
"5888",161,"allowance",627,"S",8.52
"5889",161,"jumping",559,"L",7.24
"5890",161,"excitement",535,"L",7.56
"5891",161,"laughing",603,"L",8.34
"5892",161,"amusement",647,"S",6.75
"5893",161,"bomber",829,"L",7.1
"5894",161,"richness",973,"S",7.96
"5895",161,"bootless",995,"L",6.85
"5896",161,"seeker",560,"S",7.68
"5897",161,"faithful",650,"L",7.19
"5898",161,"knocker",699,"L",7.01
"5899",161,"raider",860,"S",6.22
"5900",161,"noticeable",938,"S",8.14
"5901",161,"densely",571,"S",6.48
"5902",161,"pusher",890,"L",7.83
"5903",161,"dancer",503,"L",7.6
"5904",161,"insistent",686,"S",7.4
"5905",161,"creamy",743,"L",6.67
"5906",161,"puncher",530,"L",5.78
"5907",161,"tutoring",941,"S",6.212606096
"5908",161,"peaking",588,"S",6.3
"5909",161,"kicking",600,"L",6.92
"5910",161,"renter",732,"L",7.43
"5911",161,"madness",658,"L",7.17
"5912",161,"effortless",926,"S",7.81
"5913",161,"design",753,"S",8.1
"5914",161,"attacker",992,"S",8.13
"5915",161,"dullness",750,"S",6.56
"5916",161,"cloudless",990,"L",7.07
"5917",161,"boldness",846,"S",5.94
"5918",161,"dreamer",570,"L",7.75
"5919",161,"dampish",774,"L",6.43
"5920",161,"composer",731,"L",7.08
"5921",161,"parking",511,"L",7.57
"5922",162,"swimmer",669,"L",7.04
"5923",162,"speller",541,"L",6.66
"5924",162,"effortless",582,"S",7.81
"5925",162,"composer",612,"L",7.08
"5926",162,"kicking",545,"L",6.92
"5927",162,"raider",467,"S",6.22
"5928",162,"quietly",534,"L",7.9
"5929",162,"puncher",549,"L",5.78
"5930",162,"lender",641,"S",6.22
"5931",162,"boldness",752,"S",5.94
"5932",162,"shapely",688,"L",7.55
"5933",162,"avoidable",566,"S",7.68
"5934",162,"locally",486,"S",8.41
"5935",162,"grimly",482,"S",6.31
"5936",162,"guileless",436,"L",4.11
"5937",162,"cooling",661,"L",7.27
"5938",162,"dampish",636,"L",6.43
"5939",162,"neatly",728,"S",6.83
"5940",162,"dietary",540,"S",7.07
"5941",162,"striker",537,"L",8.14
"5942",162,"hunter",438,"L",7.47
"5943",162,"locker",542,"L",7.41
"5944",162,"noticeable",531,"S",8.14
"5945",162,"cleaner",658,"L",7.96
"5946",162,"excitement",505,"L",7.56
"5947",162,"flexible",620,"L",6.5
"5948",162,"bootless",541,"L",6.85
"5949",162,"bossy",638,"S",6.31
"5950",162,"collector",505,"L",8.08
"5951",162,"weedy",815,"L",6.59
"5952",162,"tossing",593,"S",6.01
"5953",162,"singer",455,"S",7.69
"5954",162,"creamy",533,"L",6.67
"5955",162,"professor",456,"L",8.18
"5956",162,"feeder",804,"L",7.94
"5957",162,"laughing",454,"L",8.34
"5958",162,"enjoyment",477,"S",7.93
"5959",162,"magical",461,"S",6.92
"5960",162,"campaigner",493,"S",7.6
"5961",162,"cloudless",462,"L",7.07
"5962",162,"mildness",524,"S",6.52
"5963",162,"pusher",476,"L",7.83
"5964",162,"painter",488,"L",8.21
"5965",162,"design",460,"S",8.1
"5966",162,"dullness",614,"S",6.56
"5967",162,"amusement",441,"S",6.75
"5968",162,"dancer",618,"L",7.6
"5969",162,"doubtful",500,"L",8.33
"5970",162,"strangeness",525,"S",7.98
"5971",162,"hugely",539,"S",7.56
"5972",162,"tutoring",489,"S",6.212606096
"5973",162,"bearded",447,"S",6.36
"5974",162,"dreamer",454,"L",7.75
"5975",162,"sailor",379,"L",6.61
"5976",162,"stylish",510,"L",7.66
"5977",162,"conductor",518,"L",6.99
"5978",162,"richness",648,"S",7.96
"5979",162,"bomber",675,"L",7.1
"5980",162,"blindness",491,"L",6.93
"5981",162,"planner",629,"S",8.61
"5982",162,"buyer",507,"S",8.39
"5983",162,"angelic",563,"S",6.34
"5984",162,"amazement",463,"S",6.78
"5985",162,"seeker",456,"S",7.68
"5986",162,"toaster",546,"S",5.83
"5987",162,"renter",625,"L",7.43
"5988",162,"peaking",403,"S",6.3
"5989",162,"jailer",517,"S",6.52
"5990",162,"madness",564,"L",7.17
"5991",162,"attacker",375,"S",8.13
"5992",162,"knocker",472,"L",7.01
"5993",162,"mossy",440,"S",5
"5994",162,"parking",676,"L",7.57
"5995",162,"thruster",637,"S",6.37
"5996",162,"dryness",563,"L",7.77
"5997",162,"chilly",471,"S",6.19
"5998",162,"risky",531,"S",7.51
"5999",162,"allowance",517,"S",8.52
"6000",162,"verbal",42435,"L",6.05
"6001",162,"densely",701,"S",6.48
"6002",162,"faithful",477,"L",7.19
"6003",162,"costly",577,"S",8.35
"6004",162,"widowed",571,"S",6.21
"6005",162,"insistent",620,"S",7.4
"6006",162,"awareness",507,"S",7.78
"6007",162,"harmless",537,"S",7
"6008",162,"barker",987,"L",5.96
"6009",162,"guilty",738,"S",7.36
"6010",162,"teacher",526,"S",8.64
"6011",162,"listener",532,"S",8.03
"6012",162,"detectable",529,"S",6.89
"6013",162,"heater",574,"L",7.97
"6014",162,"deafness",577,"L",5.67
"6015",162,"shameful",610,"L",6.9
"6016",162,"wrongly",555,"L",8.17
"6017",162,"editor",434,"L",7.17
"6018",162,"jumping",449,"L",7.24
"6019",162,"guarding",734,"L",7.62
"6020",162,"destroyer",444,"S",7.55
"6021",162,"boneless",539,"L",7.31
"6022",163,"dampish",992,"L",6.43
"6023",163,"destroyer",994,"S",7.55
"6024",163,"dryness",790,"L",7.77
"6025",163,"cleaner",602,"L",7.96
"6026",163,"barker",988,"L",5.96
"6027",163,"excitement",722,"L",7.56
"6028",163,"bearded",805,"S",6.36
"6029",163,"shapely",696,"L",7.55
"6030",163,"sailor",907,"L",6.61
"6031",163,"chilly",673,"S",6.19
"6032",163,"jailer",707,"S",6.52
"6033",163,"attacker",680,"S",8.13
"6034",163,"editor",995,"L",7.17
"6035",163,"composer",699,"L",7.08
"6036",163,"doubtful",852,"L",8.33
"6037",163,"puncher",640,"L",5.78
"6038",163,"noticeable",797,"S",8.14
"6039",163,"planner",624,"S",8.61
"6040",163,"stylish",750,"L",7.66
"6041",163,"knocker",488,"L",7.01
"6042",163,"dreamer",591,"L",7.75
"6043",163,"heater",375,"L",7.97
"6044",163,"blindness",454,"L",6.93
"6045",163,"jumping",589,"L",7.24
"6046",163,"painter",636,"L",8.21
"6047",163,"toaster",679,"S",5.83
"6048",163,"striker",531,"L",8.14
"6049",163,"peaking",677,"S",6.3
"6050",163,"awareness",613,"S",7.78
"6051",163,"quietly",992,"L",7.9
"6052",163,"madness",859,"L",7.17
"6053",163,"bossy",583,"S",6.31
"6054",163,"kicking",442,"L",6.92
"6055",163,"amazement",635,"S",6.78
"6056",163,"grimly",992,"S",6.31
"6057",163,"wrongly",687,"L",8.17
"6058",163,"weedy",997,"L",6.59
"6059",163,"professor",524,"L",8.18
"6060",163,"densely",994,"S",6.48
"6061",163,"dullness",951,"S",6.56
"6062",163,"locally",632,"S",8.41
"6063",163,"guarding",530,"L",7.62
"6064",163,"widowed",891,"S",6.21
"6065",163,"seeker",533,"S",7.68
"6066",163,"lender",576,"S",6.22
"6067",163,"richness",546,"S",7.96
"6068",163,"allowance",608,"S",8.52
"6069",163,"dietary",598,"S",7.07
"6070",163,"boldness",611,"S",5.94
"6071",163,"risky",753,"S",7.51
"6072",163,"dancer",614,"L",7.6
"6073",163,"costly",606,"S",8.35
"6074",163,"bootless",923,"L",6.85
"6075",163,"speller",749,"L",6.66
